source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_17_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	17	1	20190917_ESC_EB_hFF_H9_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_17_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	17	1	20190917_ESC_EB_hFF_H9_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_10_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_10_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_10_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_10_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_10_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_10_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_10_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_10_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_10_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_10_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_H9_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_19_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_19_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_19_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_19_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_19_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_19_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_19_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_19_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_19_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_19_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	19	1	20190917_ESC_EB_hFF_H9_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_5_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	5	1	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_5_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	5	1	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_5_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	5	1	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_5_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_5_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_5_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_5_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_5_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_5_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_5_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	5	2	20190917_ESC_EB_hFF_H9_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_10_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_10_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_10_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	10	1	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_10_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_10_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_10_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_10_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_10_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_10_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_10_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	10	2	20190917_ESC_EB_hFF_980_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_22_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_22_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_22_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_22_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_22_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_22_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_22_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_22_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_22_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_22_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	22	1	20190917_ESC_EB_hFF_H9_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_3_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_3_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_3_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_3_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_3_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_3_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_3_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_3_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_3_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_3_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_H9_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_18_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	18	1	20190917_ESC_EB_hFF_980_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_18_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	18	1	20190917_ESC_EB_hFF_980_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
